State,Metropolitan Area,Masjid Name,Masjid Location,Phone Number
Kentucky,Eastern Kentucky,Islamic Center of Somerset,"125 Office Park Drive, Somerset, KY",(606) 676-8366
Kentucky,Eastern Kentucky,Islamic Center of Frankfort,"741 Schenkel Lane, Frankfort, KY",(502) 227-8641
Kentucky,Eastern Kentucky,Islamic Center of Elizabethtown,"2710 Ring Road, Elizabethtown, KY",(270) 765-7190
Kentucky,Eastern Kentucky,"Masjid of Richmond, Kentucky ","203 Hanover Avenue, Richmond, KY",(859) 625-0353
Kentucky,Eastern Kentucky,Islamic Society of Central Kentucky,"4580 Nicholasville Road, Lexington, KY",(859) 955-0472
Kentucky,Eastern Kentucky,Islamic Educational Services of London,"133 Park Wells Road, London, KY",(606) 878-7928
Kentucky,Eastern Kentucky,Islamic Center of Eastern Kentucky,"8 Masjid Avenue, Prestonsburg, KY",(606) 889-0626
Kentucky,Eastern Kentucky,Ahlulbayt Center of Lexington ,"1451 Bryan Avenue, Lexington, KY",(859) 230-9862
Kentucky,Western Kentucky,Islamic Center of Owensboro,"3131 Alvey Park Drive West, Owensboro, KY",(270) 688-0001
Louisiana,Eastern Louisiana,Islamic Center of New Orleans ,"1911 St Claude Avenue, New Orleans, LA",(504) 944-3758
Louisiana,Eastern Louisiana,Masjid Omar Ibn Al-Khattab,"1528 Pietro Court, Harvey, LA",(504) 392-3425
Louisiana,Eastern Louisiana,Islamic Center of Baton Rouge,"820 West Chimes Street, Baton Rouge, LA",(225) 387-3617
Louisiana,Eastern Louisiana,Masjid al-Tawbeh,"448 Reality Drive, Gretna, LA",(504) 392-3425
Louisiana,Eastern Louisiana,Masjid Bilal Ibn Rabah Center,"1401 Teche Street, Algiers, LA",(504) 361-9659
Louisiana,Eastern Louisiana,Masjid Yaseen,"7527 West Judge Perez Drive, Chalmette, LA",(504) 277-9222
Louisiana,Eastern Louisiana,Muhammad Masjid of Al-Islam,"37482 Brownsvillage Road, Slidell, LA",(985) 649-3693
Louisiana,Eastern Louisiana,Masjid Abdur Raqeeb,"5241 Prescott Road, Baton Rouge, LA",(225) 357-8236
Louisiana,Eastern Louisiana,Islamic Center of Baton Rouge,"285 East Airport Avenue, Baton Rouge, LA",(225) 924-0070
Louisiana,Eastern Louisiana,Islamic Center of Houma,"2100 Industrial Blvd., Houma, LA",(985) 226-0802
Louisiana,Eastern Louisiana,Dar Us Salaam,"2420 Illinois Avenue, Kenner, LA",(504) 887-5365
Louisiana,Eastern Louisiana,Masjid ur-Rahim,"1238 North Johnson Street, New Orleans, LA",(504) 827-0017
Louisiana,Eastern Louisiana,Masjid Rajilun,"24125 Church Street, Plaquemine, LA",(225) 385-1956
Louisiana,Eastern Louisiana,Masjid ar-Rahmah,"7103 Burthe Street, New Orleans, LA",(504) 866-3879
Louisiana,Eastern Louisiana,Masjid Abu Bakr Al-Siddiq,"4425 David Drive, Metairie, LA",(504) 887-5365
Louisiana,Eastern Louisiana,Masjid Al-Islam,"2626 Magnolia Street, New Orleans, LA",(504) 895-6731
Louisiana,Eastern Louisiana,Masjid Sabiqun,"740 East Washington Street, Baton Rouge, LA",(504) 346-1511
Louisiana,Northern Louisiana,Islamic Center of North Louisiana,"203 South Homer Street, Ruston, LA",(318) 255-6902
Louisiana,Northern Louisiana,Masjid Yaseen,"3769 Youree Drive, Shreveport, LA",(318) 868-0414
Louisiana,Northern Louisiana,Masjid Al Taqwa,"2510 Morningside Drive, Shreveport, LA",(318) 636-1215
Louisiana,Northern Louisiana,Islamic Center of Monroe,"7617 Highway 165 North, Monroe, LA",(318) 343-0565
Louisiana,Northern Louisiana,Islamic Society of Central Louisiana,"398 Windermere Blvd., Alexandria, LA",(318) 787-2766
Louisiana,Northern Louisiana,Masjid Muhammad,"2414 Oak Street, Monroe, LA",(318) 387-8596
Louisiana,Northern Louisiana,Islamic Center of Natchitoches,"125 Caspari Street, Natchitoches, LA",(318) 352-8866
Louisiana,Northern Louisiana,Islamic Center of Leesville,"1090 Entrance Road, Leesville, LA",(337) 537-8012
Louisiana,Northern Louisiana,Islamic Association of Greater Shreveport,"1000 Delhi Street, Bossier City, LA",(318) 675-0405
Louisiana,Northern Louisiana,MCS Islamic Center,"9204 Youree Drive, Shreveport, LA",(318) 734-9059
Louisiana,Southwest,Islamic Society of Lake Charles,"612 College Manor Drive, Lake Charles, LA",(337) 474-4519
Louisiana,Southwest,Islamic Center of Lafayette,"700 Tulane Avenue, Lafayette, LA",(337) 232-7700
Louisiana,Southwest,Masjid Umar,"1759 Montgomery Road, Opelousas, LA",(337) 852-8207
Maine,North,The Islamic Center Of Maine,"151 Park Street, Orono, ME",(207) 866-3410
Maine,South,Islamic Society of Portland,"73 Portland Street, Portland, ME",(207) 842-5953
Maine,South,Lewiston Auburn Islamic Center,"21 Lisbon Street, Lewiston, ME",(207) 777-7733
Maine,South,Maine Muslim Community Center,"118 Anderson Street, Portland, ME",(207) 797-6626
Maine,South,Islamic Society of Greater Augusta,"12 Spruce Street, Augusta, ME",(207) 370-1786
Maine,South,Masjidu-Salaam,"256 Barlett Street, Lewiston, ME",(207) 795-9877
Maryland,Baltimore Metro,Masjid Fatima,"1928 Powers Lane, Catonsville, MD",(410) 800-4880
Maryland,Baltimore Metro,Islamic Society of Annapolis,"814 Brandy Farms Lane, Gambrills, MD",(410) 721-5880
Maryland,Baltimore Metro,Masjid Zamzam,"1510 Lynch Road, Dundalk, MD",(410) 284-2840
Maryland,Baltimore Metro,Masjid Mustafa,"3312 Hollins Ferry Road, Halethorpe, MD",(443) 254-8344
Maryland,Baltimore Metro,Randallstown Islamic Center,"3117 Rices Lane, Windsor Mill, MD",(443) 845-3504
Maryland,Baltimore Metro,HCES Masjid Al-Falah,"3016 Philadelphia Road, Abingdon, MD",(202) 236-7338
Maryland,Baltimore Metro,Maryum Islamic Center,"3280 Pine Orchard Lane, Ellicott City, MD",(443) 574-5188
Maryland,Baltimore Metro,Al-Madina Masjid,"1808 Woodlawn Drive, Woodlawn, MD",(443) 803-7680
Maryland,Baltimore Metro,Masjid Gulzar-e-Madina ,"3900 Milford Mill Road, Pikesville, MD",(410) 382-9998
Maryland,Baltimore Metro,Bab E Khadija Islamic Center,"3761 Commerce Drive, Halethorpe, MD",(410) 852-7207
Maryland,Baltimore Metro,Masjid Al-Karam,"1724 Woodlawn Drive, Woodlawn, MD",(443) 985-6382
Maryland,Baltimore Metro,Islamic Society of Baltimore,"6631 Johnnycake Road, Catonsville, MD",(410) 747-4869
Maryland,Baltimore Metro,Masjid An Nur,"5418 Ebenezer Road, White Marsh, MD",(410) 663-9677
Maryland,Baltimore Metro,Dar-al-Taqwa,"10740 Clarksville Pike, Clarksville, MD",(410) 997-5711
Maryland,Baltimore Metro,MIC River Hill Jumma,"6020 Daybreak Circle, Columbia, MD",(443) 574-5188
Maryland,Baltimore Metro,Masjid As-Saffat,"1335 West North Avenue, Baltimore, MD",(410) 669-0655
Maryland,Baltimore Metro,Masjid al-Mumineen,"2642 Harford Road, Baltimore, MD",(443) 934-9843
Maryland,Baltimore Metro,Masjid Umar,"6709 Whitestone Road, Woodlawn, MD",(240) 672-8357
Maryland,Baltimore Metro,Masjid-Al Inshirah,"7832 Fairbrook Road, Milford Mill, MD",(410) 298-2977
Maryland,Baltimore Metro,Masjid Quba,"8A East Dunmanway, Baltimore, MD",(862) 571-7692
Maryland,Baltimore Metro,Islamic Center of Owings Mills ,"11436 Cronhill Drive, Owings Mills, MD",(443) 738-5553
Maryland,Baltimore Metro,Masjid ul-Haqq,"514 Islamic Way, Baltimore, MD",(410) 728-1363
Maryland,Baltimore Metro,Masjid ad-Dawah ilat-Tawheed,"2203 Maryland Avenue, Baltimore, MD",(410) 244-0799
Maryland,Baltimore Metro,Masjid Bait-Allah of Baltimore,"1910 Frederick Avenue, Baltimore, MD",(443) 224-4423
Maryland,Chesapeake Bay,Masjid Al-Ansar (ISA),"15 Old Solomons Island Road, Annapolis, MD",(410) 858-0161
Maryland,Chesapeake Bay,Delmarva Muslim Community ,"7843 Jersey Road, Salisbury, MD",(410) 341-4023
Maryland,Chesapeake Bay,Islamic Center of Lexington Park,"46118 Thompson Court, Lexington Park, MD",(240) 538-7839
Maryland,Chesapeake Bay,Southern Maryland Islamic Center,"1046 Solomons Island Road North, Huntingtown, MD",(410) 535-0000
Maryland,Chesapeake Bay,Islamic Society of Easton,"126 Port Street, Easton, MD",(410) 829-7924
Maryland,DC Suburbs,Masjid Abdul-Moghni,"111 Howard Street, La Plata, MD",(301) 609-8769
Maryland,DC Suburbs,Prince George's Muslim Association,"9150 Lanham Severn Road, Lanham, MD",(301) 459-4942
Maryland,DC Suburbs,Diyanet Center of America,"9704 Good Luck Road, Lanham, MD",(301) 459-9589
Maryland,DC Suburbs,Islamic Society of Germantown,"19900 Brandermill Drive, Germantown, MD",(240) 277-7758
Maryland,DC Suburbs,IMAAM Center,"9100 Georgia Avenue, Silver Spring, MD",(301) 588-0693
Maryland,DC Suburbs,Idara-e-Jaferia,"3140 Spencerville Road, Burtonsville, MD",(301) 384-2903
Maryland,DC Suburbs,Islamic Society of the Washington Area,"2701 Briggs Chaney Road, Silver Spring, MD",(301) 879-0930
Maryland,DC Suburbs,Dar-us-Salaam,"5301 Edgewood, College Park, MD",(301) 982-9848
Maryland,DC Suburbs,Islamic Community Center of Potomac,"10601 River Road, Potomac, MD",(301) 983-0383
Maryland,DC Suburbs,Islamic Center of Maryland,"19401 Woodfield Road, Gaithersburg, MD",(301) 840-9440
Maryland,DC Suburbs,La Plata Masjid,"111 Howard Street, La Plata, MD",(301) 609-8769
Maryland,DC Suburbs,Islamic Education Society of Maryland,"11504 Veirs Mill Road, Silver Spring, MD",(301) 933-3838
Maryland,DC Suburbs,Masjid Al-Hikma,"11064 Livingston Road, Fort Washington, MD",(301) 292-9009
Maryland,DC Suburbs,Islamic Society of SPGC,"5410 Indian Head Highway, Oxon Hill-Glassmanor, MD",(240) 253-4217
Maryland,DC Suburbs,New Africa ICC of DC,"1628 Good Hope Road SE, Washington, DC",(202) 270-3754
Maryland,DC Suburbs,IRHSCA,"1 Chamber Avenue, Capitol Heights, MD",(301) 324-5040
Maryland,DC Suburbs,Ali Khan Islamic Center,"4831 Silver Hill Road, Suitland-Silver Hill, MD",(240) 424-0550
Maryland,DC Suburbs,Avondale Islamic Center,"4637 Eastern Avenue NE, Mount Rainier, MD",(301) 779-7272
Maryland,DC Suburbs,Muslim Community Center for Thaqalayn,"12420 Fletchertown Road, Bowie, MD",(240) 334-7091
Maryland,DC Suburbs,Maqaame Ibrahim Islamic Center,"6601 Bradley Blvd., Bethesda, MD",(301) 706-0739
Maryland,DC Suburbs,The Noor Center,"20500 Boland Farm Road, Germantown, MD",(215) 765-2743
Maryland,DC Suburbs,Islamic Center of Hagerstown,"122 East Washington Street, Hagerstown, MD",(301) 835-0442
Maryland,DC Suburbs,Masjid Omar AlFarouq,"8701 Cottington Road, Perry Hall, MD",(667) 310-1489
Maryland,DC Suburbs,Islamic Education Center,"7917 Montrose Road, Potomac, MD",(301) 340-6584
Maryland,DC Suburbs,Muslim Community Center,"15200 New Hampshire Avenue, Silver Spring, MD",(301) 384-3454
Maryland,DC Suburbs,Islamic Community Center of Laurel,"7306 Contee Road, Laurel, MD",(301) 317-4584
Maryland,DC Suburbs,Islamic Society of Germantown,"19910 North Frederick Road, Germantown, MD",(301) 540-4748
Maryland,DC Suburbs,Mosque Emmanuel,"12804 5th Street, Bowie, MD",(301) 262-1146
Maryland,DC Suburbs,Masjid Ibn Taymiyyah,"8000 Martin Luther King Jr Highway, Landover, MD",(301) 772-0697
Maryland,Includes Frederick & Hagerstown,Masjid Aisha,"308 North Street, Elkton, MD",(844) 667-7832
Maryland,Includes Frederick & Hagerstown,Islamic Society of Frederick,"1250 Key Parkway, Frederick, MD",(301) 682-6090
Maryland,Western Maryland,Islamic Society of Cumberland,"1202 Vocke Road, La Vale, MD",(301) 729-2900
Maryland,Western Maryland,Islamic Society of Western Maryland,"2036 Day Road, Hagerstown, MD",(301) 797-0922
Massachusetts,Boston Metro,Islamic Center of Burlington,"130 Lexington Street, Burlington, MA",(781) 229-0336
Massachusetts,Boston Metro,Masjid Basheer,"234 Union Avenue, Framingham, MA",(508) 879-3800
Massachusetts,Boston Metro,Islamic Society of Greater Lowell,"5 Courthouse Lane, Chelmsford, MA",(978) 970-5552
Massachusetts,Boston Metro,Islamic Center of Cape Cod,"3072 Falmouth Road, Barnstable, MA",(508) 428-0755
Massachusetts,Boston Metro,Islamic Society of Boston Cultural Center,"100 Malcolm X Boulevard, Roxbury Crossing, MA",(617) 427-2636
Massachusetts,Boston Metro,Islamic Center of Rindge Avenue,"364 Rindge Avenue, Cambridge, MA",(617) 470-5259
Massachusetts,Boston Metro,Andover Islamic Center,"204 Andover Street, Andover, MA",(978) 482-7009
Massachusetts,Boston Metro,Islamic Center of Boston,"126 Boston Post Road, Wayland, MA",(508) 358-5885
Massachusetts,Boston Metro,Islamic Center of New England,"74 Chase Drive, Sharon, MA",(781) 784-0434
Massachusetts,Boston Metro,Imam Sadeq Islamic Foundation,"43 Poplar Street, Roslindale, MA",(617) 299-1915
Massachusetts,Boston Metro,Anjuman-e-Ezzi Boston,"246 Rangeway Road, Billerica, MA",(978) 250-5818
Massachusetts,Boston Metro,Masjid Al-Hamdulillah,"724 Shawmut Avenue, Boston, MA",(617) 442-2805
Massachusetts,Boston Metro,Masjid al-Qur'an,"35 Intervale Street, Boston, MA",(617) 445-8070
Massachusetts,Boston Metro,Boston Islamic Center,"3381 Washington Street, Boston, MA",(617) 522-1881
Massachusetts,Boston Metro,Allston Brighton Islamic Center,"15 North Beacon Street, Boston, MA",(617) 783-2229
Massachusetts,Boston Metro,North Shore Islamic Center,"132 Essex Street, Lynn, MA",(781) 599-5552
Massachusetts,Boston Metro,Islamic Masumeen Center of New England,"115 Wood Street, Hopkinton, MA",(508) 497-3462
Massachusetts,Boston Metro,Selimiye Camii Mosque,"108 Oakland Avenue, Methuen, MA",(978) 975-4593
Massachusetts,Boston Metro,IMAN Islamic Center,"5 Altamont Road, Quincy, MA",(617) 706-2303
Massachusetts,Boston Metro,The Outreach Community & Reform Center ,"22 Pleasant Street, Malden, MA",(781) 322-0864
Massachusetts,Boston Metro,Masjid Al Noor,"28 Circuit Street, Boston, MA",(617) 427-1542
Massachusetts,Boston Metro,Al Huda Society ,"60 Willow Street, Chelsea, MA",(617) 884-0506
Massachusetts,Boston Metro,Dar Al Arqam Center,"24 Ray Avenue, Burlington, MA",(781) 791-3153
Massachusetts,Boston Metro,Waltham Islamic Society,"313 Moody Street, Waltham, MA",(781) 899-1313
Massachusetts,Boston Metro,American Muslim Center,"82 Spring Street, Everett, MA",(617) 294-0697
Massachusetts,Boston Metro,Alhgadeer Foundation,"96 Hancock Street, Springfield, MA",(413) 557-8663
Massachusetts,Boston Metro,Islamic Cultural Center of Medford,"43 High Street, Medford, MA",(781) 219-3068
Massachusetts,Boston Metro,NAFIS Boston Center,"8 Henshaw Street, Woburn, MA",(857) 334-1304
Massachusetts,Boston Metro,Boroughs Islamic Society,"182 Turnpike Road, Westborough, MA",(508) 381-9504
Massachusetts,Boston Metro,Islamic Society of Greater Milford,"61 Wood Street, Hopkinton, MA",(508) 901-9173
Massachusetts,Boston Metro,Islamic Society of Boston,"204 Prospect Street, Cambridge, MA",(617) 876-3546
Massachusetts,Boston Metro,Islamic Center of New England,"470 South Street, Quincy, MA",(617) 479-8341
Massachusetts,Cape Cod,Islamic Society of Southeatern Massachusetts,"2 Cove Road, South Dartmouth, MA",(508) 717-5166
Massachusetts,Cape Cod,The Islamic Center of Greater Attleboro,"272 County Street, Attleboro, MA",(774) 203-3513
Massachusetts,North Shore,Islamic Society of Greater Haverhill,"241 Winter Street, Haverhill, MA",(978) 372-0709
Massachusetts,Springfield,Islamic Society of Western Massachusetts,"377 Amostown Road, West Springfield, MA",(413) 788-7546
Massachusetts,Springfield,Hampshire Mosque,"1 East Pleasant Street, Amherst, MA",(413) 548-8865
Massachusetts,Springfield,Imam Buhari Mosque,"50 Pinevale Street, Indian Orchard, MA",(413) 304-9061
Massachusetts,Springfield,United American Muslim Association,"66 South Broad Street, Westfield, MA",(413) 579-2674
Massachusetts,Western Massachusetts,UAMA of Berkshires,"5 Melville Street, Pittsfield, MA",(413) 212-4249
Massachusetts,Worcester,Worcester Islamic Center,"248 East Mountain Street, Worcester, MA",(508) 852-6100
Massachusetts,Worcester,Islamic Society of Greater Worcester,"57 Laurel Street, Worcester, MA",(508) 752-4377
Michigan,Ann Arbor,Masjid Tauba,"1990 West Michigan Avenue, Ypsilanti, MI",(734) 434-2994
Michigan,Ann Arbor,Islamic Association of Michigan,"18105 Racho Road, Wyandotte, MI",(734) 281-9839
Michigan,Ann Arbor,Masjid Bilal,"4891 West Michigan Avenue, Ypsilanti Township, MI",(734) 337-3215
Michigan,Ann Arbor,Masjid Ibrahim,"315 South Ford Blvd, Ypsilanti, MI",(734) 483-2535
Michigan,Ann Arbor,Islamic Center of Midland,"1801 North Stark Road, Midland, MI",(989) 233-1287
Michigan,Ann Arbor,MCA of Ann Arbor & Vicinity,"2301 Plymouth Road, Ann Arbor, MI",(734) 665-6772
Michigan,Macomb County,Islamic Organization of North America,"28630 Ryan Road, Warren, MI",(586) 558-6900
Michigan,Macomb County,American Muslim Diversity Association,"44760 Ryan Road, Sterling Heights, MI",(248) 686-2173
Michigan,Macomb County,Masjid Uthman Bin Affan,"21380 Ryan Road, Warren, MI",(586) 510-4240
Michigan,Macomb County,Madani Muslim Community Service,"2446 Twelve Mile Road, Warren, MI",(586) 459-5149
Michigan,Macomb County,Islamic Center of Warren,"24703 Ryan Road, Warren, MI",(313) 598-6417
Michigan,Oakland County,Islamic Association of Greater Detroit,"879 West Auburn Road, Rochester Hills, MI",(248) 852-5657
Michigan,Oakland County,Muslim Unity Center,"1830 West Square Lake Road, Bloomfield Hills, MI",(248) 857-9200
Michigan,Oakland County,Tawheed Center of Farmington Hills,"29707 West 10 Mile Road, Farmington Hills, MI",(248) 426-7360
Michigan,Oakland County,Zainabia Center of Michigan,"2230 Crumb Road, Walled Lake, MI",(248) 669-5740
Michigan,Oakland County,American Islamic Community Center,"27205 Dequindre Road, Madison Heights, MI",(248) 584-4100
Michigan,Wayne County,Muslim Community of the Western Suburbs,"40440 Palmer Road, Canton, MI",(734) 721-9273
Michigan,Wayne County,First Albanian Bektashi Monastery,"21749 Northline Road, Taylor, MI",(734) 287-3646
Michigan,Wayne County,Masjid Mu'ath Bin Jabal,"6096 Dorothy Street, Detroit, MI",(313) 887-1868
Michigan,Wayne County,University Islamic Center of Detroit,"4646 Cass Avenue, Detroit, MI",(313) 831-9222
Michigan,Wayne County,Islamic Institute of Knowledge,"6345 Schaefer Road, Dearborn, MI",(313) 584-2579
Michigan,Wayne County,Beaumont Hospital Spiritual Center,"3601 West 13 Mile Road, Royal Oak, MI",(248) 898-5000
Michigan,Wayne County,Islamic Council of America,"6941 Schaefer Road, Dearborn, MI",(313) 584-4488
Michigan,Wayne County,Masjid Al-Haqq,"4017 Clairmount Street, Detroit, MI",(313) 361-4741
Michigan,Wayne County,Imam Mahdi Association of Marjaeya,"835 Mason Street, Dearborn, MI",(313) 562-4626
Michigan,Wayne County,Masjid Madinatul Ilm,"37775 Palmer Road, Westland, MI",(734) 834-9294
Michigan,Wayne County,Islamic Cultural Association,"35700 West 12 Mile Road, Farmington Hills, MI",(248) 998-7517
Michigan,Wayne County,Masjidun Nur,"11311 Mound Road, Hamtramck, MI",(313) 892-5450
Michigan,Wayne County,Islamic House of Wisdom,"22575 Ann Arbor Trail, Dearborn Heights, MI",(313) 359-1221
Michigan,Wayne County,Dearborn Community Center,"3900 Schaefer Road, Dearborn, MI",(313) 584-9494
Michigan,Wayne County,Islamic Center of America,"19500 Ford Road, Dearborn, MI",(313) 593-0000
Michigan,Wayne County,Karbalaa Islamic Educational Center,"15332 West Warren Avenue, Dearborn, MI",(313) 584-2077
Michigan,Wayne County,Albanian Islamic Center,"19775 Harper Avenue, Harper Woods, MI",(313) 884-6676
Michigan,Wayne County,American Muslim Bakaa Center,"6110 Chase Road, Dearborn, MI",(313) 846-4385
Michigan,Wayne County,Masjid Al Fatiha,"2844 Fourth Street, Detroit, MI",(313) 961-0940
Michigan,Wayne County,Masjid Wali Muhammad,"11529 Linwood Avenue, Detroit, MI",(313) 868-2131
Michigan,Wayne County,Islamic Association of Michigan,"18105 Racho Road, Brownstown, MI",(734) 281-9839
